,Estacion,Year,Mes,Valor_prom
1669,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,2,
1670,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,3,
1671,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,4,
1672,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,5,
1673,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,6,
1674,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,7,
1675,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,8,
1676,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,9,
1677,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,10,
1678,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,11,
1679,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,12,
1680,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,1,
1681,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,2,
1682,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,3,
1683,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,4,
1684,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,5,
1685,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,6,
1686,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,7,
1687,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,8,
1688,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,9,
1689,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,10,
1690,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,11,
1691,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2010,12,
1692,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,1,
1693,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,2,
1694,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,3,
1695,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,4,
1696,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,5,
1697,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,6,
1698,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,7,
1699,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,8,
1700,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,9,
1701,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,10,
1702,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,11,
1703,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2011,12,
1704,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,1,
1705,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,2,
1706,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,3,
1707,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,4,
1708,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,5,
1709,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,6,
1710,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,7,
1711,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,8,
1712,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,9,
1713,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,10,
1714,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,11,
1715,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2012,12,
1716,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,1,
1717,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,2,
1718,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,3,
1719,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,4,
1720,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,5,
1721,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,6,
1722,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,7,
1723,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,8,
1724,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,9,
1725,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,10,
1726,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,11,
1727,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2013,12,
1728,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,1,
1729,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,2,
1730,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,3,
1731,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,4,
1732,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,5,
1733,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,6,
1734,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,7,
1735,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,8,
1736,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,9,
1737,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,10,
1738,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,11,
1739,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2014,12,
1740,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,1,
1741,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,2,
1742,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,3,
1743,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,4,
1744,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,5,
1745,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,6,
1746,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,7,
1747,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,8,
1748,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,9,
1749,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,10,
1750,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,11,
1751,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2015,12,
1752,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,1,
1753,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,2,
1754,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,3,
1755,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,4,
1756,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,5,
1757,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,6,
1758,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,7,
1759,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,8,
1760,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,9,
1761,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,10,
1762,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,11,
1763,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2016,12,
1764,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,1,
1765,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,2,
1766,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,3,
1767,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,4,
1768,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,5,
1769,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,6,
1770,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,7,
1771,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,8,
1772,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,9,
1773,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,10,
1774,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,11,
1775,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2017,12,
1776,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,1,
1777,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,2,
1778,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,3,
1779,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,4,
1780,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,5,
1781,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,6,
1782,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,7,
1783,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,8,
1784,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,9,
1785,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,10,
1786,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,11,
1787,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2018,12,
1788,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,1,
1789,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,2,
1790,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,3,
1791,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,4,
1792,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,5,
1793,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,6,
1794,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,7,
1795,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,8,
1796,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,9,
1797,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,10,
1798,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,11,
1799,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2019,12,
1800,SABOYA LA GRANJA [24015360],1970,1,
1801,SABOYA LA GRANJA [24015360],1970,2,
1802,SABOYA LA GRANJA [24015360],1970,3,
1803,SABOYA LA GRANJA [24015360],1970,4,
1804,SABOYA LA GRANJA [24015360],1970,5,
1805,SABOYA LA GRANJA [24015360],1970,6,
1806,SABOYA LA GRANJA [24015360],1970,7,
1807,SABOYA LA GRANJA [24015360],1970,8,
1808,SABOYA LA GRANJA [24015360],1970,9,
1809,SABOYA LA GRANJA [24015360],1970,10,
1810,SABOYA LA GRANJA [24015360],1970,11,
1811,SABOYA LA GRANJA [24015360],1970,12,
1812,SABOYA LA GRANJA [24015360],1971,1,
1813,SABOYA LA GRANJA [24015360],1971,2,
1814,SABOYA LA GRANJA [24015360],1971,3,
1815,SABOYA LA GRANJA [24015360],1971,4,
1816,SABOYA LA GRANJA [24015360],1971,5,
1817,SABOYA LA GRANJA [24015360],1971,6,
1818,SABOYA LA GRANJA [24015360],1971,7,
1819,SABOYA LA GRANJA [24015360],1971,8,
1820,SABOYA LA GRANJA [24015360],1971,9,
1821,SABOYA LA GRANJA [24015360],1971,10,
1822,SABOYA LA GRANJA [24015360],1971,11,
1823,SABOYA LA GRANJA [24015360],1971,12,
1824,SABOYA LA GRANJA [24015360],1972,1,
1825,SABOYA LA GRANJA [24015360],1972,2,
1826,SABOYA LA GRANJA [24015360],1972,3,
1827,SABOYA LA GRANJA [24015360],1972,4,
1828,SABOYA LA GRANJA [24015360],1972,5,
1829,SABOYA LA GRANJA [24015360],1972,6,
1830,SABOYA LA GRANJA [24015360],1972,7,
1831,SABOYA LA GRANJA [24015360],1972,8,
1832,SABOYA LA GRANJA [24015360],1972,9,
1833,SABOYA LA GRANJA [24015360],1972,10,
1834,SABOYA LA GRANJA [24015360],1972,11,
1835,SABOYA LA GRANJA [24015360],1972,12,
1836,SABOYA LA GRANJA [24015360],1973,1,
1837,SABOYA LA GRANJA [24015360],1973,2,
1838,SABOYA LA GRANJA [24015360],1973,3,
1839,SABOYA LA GRANJA [24015360],1973,4,
1840,SABOYA LA GRANJA [24015360],1973,5,
1841,SABOYA LA GRANJA [24015360],1973,6,
1842,SABOYA LA GRANJA [24015360],1973,7,
1843,SABOYA LA GRANJA [24015360],1973,8,
1844,SABOYA LA GRANJA [24015360],1973,9,
1845,SABOYA LA GRANJA [24015360],1973,10,
1846,SABOYA LA GRANJA [24015360],1973,11,
1847,SABOYA LA GRANJA [24015360],1973,12,
1848,SABOYA LA GRANJA [24015360],1974,1,
1849,SABOYA LA GRANJA [24015360],1974,2,
1850,SABOYA LA GRANJA [24015360],1974,3,
1851,SABOYA LA GRANJA [24015360],1974,4,
1852,SABOYA LA GRANJA [24015360],1974,5,
1853,SABOYA LA GRANJA [24015360],1974,6,
1854,SABOYA LA GRANJA [24015360],1974,7,
1855,SABOYA LA GRANJA [24015360],1974,8,
1856,SABOYA LA GRANJA [24015360],1974,9,
1857,SABOYA LA GRANJA [24015360],1974,10,
1858,SABOYA LA GRANJA [24015360],1974,11,
1859,SABOYA LA GRANJA [24015360],1974,12,
1860,SABOYA LA GRANJA [24015360],1975,1,
1861,SABOYA LA GRANJA [24015360],1975,2,
1862,SABOYA LA GRANJA [24015360],1975,3,
1863,SABOYA LA GRANJA [24015360],1975,4,
1864,SABOYA LA GRANJA [24015360],1975,5,
1865,SABOYA LA GRANJA [24015360],1975,6,
1866,SABOYA LA GRANJA [24015360],1975,7,
1867,SABOYA LA GRANJA [24015360],1975,8,
1868,SABOYA LA GRANJA [24015360],1975,9,
1869,SABOYA LA GRANJA [24015360],1975,10,
1870,SABOYA LA GRANJA [24015360],1975,11,
1871,SABOYA LA GRANJA [24015360],1975,12,
1872,SABOYA LA GRANJA [24015360],1976,1,
1873,SABOYA LA GRANJA [24015360],1976,2,
1874,SABOYA LA GRANJA [24015360],1976,3,
1875,SABOYA LA GRANJA [24015360],1976,4,
1876,SABOYA LA GRANJA [24015360],1976,5,
1877,SABOYA LA GRANJA [24015360],1976,6,
1878,SABOYA LA GRANJA [24015360],1976,7,
1879,SABOYA LA GRANJA [24015360],1976,8,
1880,SABOYA LA GRANJA [24015360],1976,9,
1881,SABOYA LA GRANJA [24015360],1976,10,
1882,SABOYA LA GRANJA [24015360],1976,11,
1883,SABOYA LA GRANJA [24015360],1976,12,
1884,SABOYA LA GRANJA [24015360],1977,1,
1885,SABOYA LA GRANJA [24015360],1977,2,
1886,SABOYA LA GRANJA [24015360],1977,3,
1887,SABOYA LA GRANJA [24015360],1977,4,
1888,SABOYA LA GRANJA [24015360],1977,5,
1889,SABOYA LA GRANJA [24015360],1977,6,
1890,SABOYA LA GRANJA [24015360],1977,7,
1891,SABOYA LA GRANJA [24015360],1977,8,
1892,SABOYA LA GRANJA [24015360],1977,9,
1893,SABOYA LA GRANJA [24015360],1977,10,
1894,SABOYA LA GRANJA [24015360],1977,11,
1895,SABOYA LA GRANJA [24015360],1977,12,
1896,SABOYA LA GRANJA [24015360],1978,1,
1897,SABOYA LA GRANJA [24015360],1978,2,
1898,SABOYA LA GRANJA [24015360],1978,3,
1899,SABOYA LA GRANJA [24015360],1978,4,
1900,SABOYA LA GRANJA [24015360],1978,5,
1901,SABOYA LA GRANJA [24015360],1978,6,
1902,SABOYA LA GRANJA [24015360],1978,7,
1903,SABOYA LA GRANJA [24015360],1978,8,
1904,SABOYA LA GRANJA [24015360],1978,9,
1905,SABOYA LA GRANJA [24015360],1978,10,
1906,SABOYA LA GRANJA [24015360],1978,11,
1907,SABOYA LA GRANJA [24015360],1978,12,
1908,SABOYA LA GRANJA [24015360],1979,1,
1909,SABOYA LA GRANJA [24015360],1979,2,
1910,SABOYA LA GRANJA [24015360],1979,3,
1911,SABOYA LA GRANJA [24015360],1979,4,
1912,SABOYA LA GRANJA [24015360],1979,5,
1913,SABOYA LA GRANJA [24015360],1979,6,
1914,SABOYA LA GRANJA [24015360],1979,7,
1915,SABOYA LA GRANJA [24015360],1979,8,
1916,SABOYA LA GRANJA [24015360],1979,9,
1917,SABOYA LA GRANJA [24015360],1979,10,
1918,SABOYA LA GRANJA [24015360],1979,11,
1919,SABOYA LA GRANJA [24015360],1979,12,
1920,SABOYA LA GRANJA [24015360],1980,1,
1921,SABOYA LA GRANJA [24015360],1980,2,
1922,SABOYA LA GRANJA [24015360],1980,3,
1923,SABOYA LA GRANJA [24015360],1980,4,
1924,SABOYA LA GRANJA [24015360],1980,5,
1925,SABOYA LA GRANJA [24015360],1980,6,
1926,SABOYA LA GRANJA [24015360],1980,7,
1927,SABOYA LA GRANJA [24015360],1980,8,
1928,SABOYA LA GRANJA [24015360],1980,9,
1929,SABOYA LA GRANJA [24015360],1980,10,
1930,SABOYA LA GRANJA [24015360],1980,11,
1931,SABOYA LA GRANJA [24015360],1980,12,
1932,SABOYA LA GRANJA [24015360],1981,1,
1933,SABOYA LA GRANJA [24015360],1981,2,
1934,SABOYA LA GRANJA [24015360],1981,3,
1935,SABOYA LA GRANJA [24015360],1981,4,
1936,SABOYA LA GRANJA [24015360],1981,5,
1937,SABOYA LA GRANJA [24015360],1981,6,
1938,SABOYA LA GRANJA [24015360],1981,7,
1939,SABOYA LA GRANJA [24015360],1981,8,
1940,SABOYA LA GRANJA [24015360],1981,9,
1941,SABOYA LA GRANJA [24015360],1981,10,
1942,SABOYA LA GRANJA [24015360],1981,11,
1943,SABOYA LA GRANJA [24015360],1981,12,
1944,SABOYA LA GRANJA [24015360],1982,1,
1945,SABOYA LA GRANJA [24015360],1982,2,
1946,SABOYA LA GRANJA [24015360],1982,3,
1947,SABOYA LA GRANJA [24015360],1982,4,
1948,SABOYA LA GRANJA [24015360],1982,5,
1949,SABOYA LA GRANJA [24015360],1982,6,
1950,SABOYA LA GRANJA [24015360],1982,7,
1951,SABOYA LA GRANJA [24015360],1982,8,
1952,SABOYA LA GRANJA [24015360],1982,9,
1953,SABOYA LA GRANJA [24015360],1982,10,
1954,SABOYA LA GRANJA [24015360],1982,11,
1955,SABOYA LA GRANJA [24015360],1982,12,
1956,SABOYA LA GRANJA [24015360],1983,1,
1957,SABOYA LA GRANJA [24015360],1983,2,
1958,SABOYA LA GRANJA [24015360],1983,3,
1959,SABOYA LA GRANJA [24015360],1983,4,
1960,SABOYA LA GRANJA [24015360],1983,5,
1961,SABOYA LA GRANJA [24015360],1983,6,
1962,SABOYA LA GRANJA [24015360],1983,7,
1963,SABOYA LA GRANJA [24015360],1983,8,
1964,SABOYA LA GRANJA [24015360],1983,9,
1965,SABOYA LA GRANJA [24015360],1983,10,
1966,SABOYA LA GRANJA [24015360],1983,11,
1967,SABOYA LA GRANJA [24015360],1983,12,
1968,SABOYA LA GRANJA [24015360],1984,1,
1969,SABOYA LA GRANJA [24015360],1984,2,
1970,SABOYA LA GRANJA [24015360],1984,3,
1971,SABOYA LA GRANJA [24015360],1984,4,
1972,SABOYA LA GRANJA [24015360],1984,5,
1973,SABOYA LA GRANJA [24015360],1984,6,
1974,SABOYA LA GRANJA [24015360],1984,7,
1975,SABOYA LA GRANJA [24015360],1984,8,
1976,SABOYA LA GRANJA [24015360],1984,9,
1977,SABOYA LA GRANJA [24015360],1984,10,
1978,SABOYA LA GRANJA [24015360],1984,11,
1979,SABOYA LA GRANJA [24015360],1984,12,
1980,SABOYA LA GRANJA [24015360],1985,1,
1981,SABOYA LA GRANJA [24015360],1985,2,
1982,SABOYA LA GRANJA [24015360],1985,3,
1983,SABOYA LA GRANJA [24015360],1985,4,
1984,SABOYA LA GRANJA [24015360],1985,5,
1985,SABOYA LA GRANJA [24015360],1985,6,
1986,SABOYA LA GRANJA [24015360],1985,7,
1987,SABOYA LA GRANJA [24015360],1985,8,
1988,SABOYA LA GRANJA [24015360],1985,9,
1989,SABOYA LA GRANJA [24015360],1985,10,
1990,SABOYA LA GRANJA [24015360],1985,11,
1991,SABOYA LA GRANJA [24015360],1985,12,
1992,SABOYA LA GRANJA [24015360],1986,1,
1993,SABOYA LA GRANJA [24015360],1986,2,
1994,SABOYA LA GRANJA [24015360],1986,3,
1995,SABOYA LA GRANJA [24015360],1986,4,
1996,SABOYA LA GRANJA [24015360],1986,5,
1997,SABOYA LA GRANJA [24015360],1986,6,
1998,SABOYA LA GRANJA [24015360],1986,7,
1999,SABOYA LA GRANJA [24015360],1986,8,
2000,SABOYA LA GRANJA [24015360],1986,9,
2001,SABOYA LA GRANJA [24015360],1986,10,
2002,SABOYA LA GRANJA [24015360],1986,11,
2003,SABOYA LA GRANJA [24015360],1986,12,
2004,SABOYA LA GRANJA [24015360],1987,1,
2005,SABOYA LA GRANJA [24015360],1987,2,
2006,SABOYA LA GRANJA [24015360],1987,3,
2007,SABOYA LA GRANJA [24015360],1987,4,
2008,SABOYA LA GRANJA [24015360],1987,5,
2009,SABOYA LA GRANJA [24015360],1987,6,
2010,SABOYA LA GRANJA [24015360],1987,7,
2011,SABOYA LA GRANJA [24015360],1987,8,
2012,SABOYA LA GRANJA [24015360],1987,9,
2013,SABOYA LA GRANJA [24015360],1987,10,
2014,SABOYA LA GRANJA [24015360],1987,11,
2015,SABOYA LA GRANJA [24015360],1987,12,
2016,SABOYA LA GRANJA [24015360],1988,1,
2017,SABOYA LA GRANJA [24015360],1988,2,
2018,SABOYA LA GRANJA [24015360],1988,3,
2019,SABOYA LA GRANJA [24015360],1988,4,
2020,SABOYA LA GRANJA [24015360],1988,5,
2021,SABOYA LA GRANJA [24015360],1988,6,
2022,SABOYA LA GRANJA [24015360],1988,7,
2023,SABOYA LA GRANJA [24015360],1988,8,
2024,SABOYA LA GRANJA [24015360],1988,9,
2025,SABOYA LA GRANJA [24015360],1988,10,
2026,SABOYA LA GRANJA [24015360],1988,11,
2027,SABOYA LA GRANJA [24015360],1988,12,
2028,SABOYA LA GRANJA [24015360],1989,1,
2029,SABOYA LA GRANJA [24015360],1989,2,
2030,SABOYA LA GRANJA [24015360],1989,3,
2031,SABOYA LA GRANJA [24015360],1989,4,
2032,SABOYA LA GRANJA [24015360],1989,5,
2033,SABOYA LA GRANJA [24015360],1989,6,
2034,SABOYA LA GRANJA [24015360],1989,7,
2035,SABOYA LA GRANJA [24015360],1989,8,
2036,SABOYA LA GRANJA [24015360],1989,9,
2037,SABOYA LA GRANJA [24015360],1989,10,
2038,SABOYA LA GRANJA [24015360],1989,11,
2039,SABOYA LA GRANJA [24015360],1989,12,
2040,SABOYA LA GRANJA [24015360],1990,1,
2041,SABOYA LA GRANJA [24015360],1990,2,
2042,SABOYA LA GRANJA [24015360],1990,3,
2043,SABOYA LA GRANJA [24015360],1990,4,
2044,SABOYA LA GRANJA [24015360],1990,5,
2045,SABOYA LA GRANJA [24015360],1990,6,
2046,SABOYA LA GRANJA [24015360],1990,7,
2047,SABOYA LA GRANJA [24015360],1990,8,
2048,SABOYA LA GRANJA [24015360],1990,9,
2049,SABOYA LA GRANJA [24015360],1990,10,
2050,SABOYA LA GRANJA [24015360],1990,11,
2051,SABOYA LA GRANJA [24015360],1990,12,
2052,SABOYA LA GRANJA [24015360],1991,1,
2053,SABOYA LA GRANJA [24015360],1991,2,
2054,SABOYA LA GRANJA [24015360],1991,3,
2055,SABOYA LA GRANJA [24015360],1991,4,
2056,SABOYA LA GRANJA [24015360],1991,5,
2057,SABOYA LA GRANJA [24015360],1991,6,
2058,SABOYA LA GRANJA [24015360],1991,7,
2059,SABOYA LA GRANJA [24015360],1991,8,
2060,SABOYA LA GRANJA [24015360],1991,9,
2061,SABOYA LA GRANJA [24015360],1991,10,
2062,SABOYA LA GRANJA [24015360],1991,11,
2063,SABOYA LA GRANJA [24015360],1991,12,
2064,SABOYA LA GRANJA [24015360],1992,1,
2065,SABOYA LA GRANJA [24015360],1992,2,
2066,SABOYA LA GRANJA [24015360],1992,3,
2067,SABOYA LA GRANJA [24015360],1992,4,
2068,SABOYA LA GRANJA [24015360],1992,5,
2069,SABOYA LA GRANJA [24015360],1992,6,
2070,SABOYA LA GRANJA [24015360],1992,7,
2071,SABOYA LA GRANJA [24015360],1992,8,
2072,SABOYA LA GRANJA [24015360],1992,9,
2073,SABOYA LA GRANJA [24015360],1992,10,
2074,SABOYA LA GRANJA [24015360],1992,11,
2075,SABOYA LA GRANJA [24015360],1992,12,
2076,SABOYA LA GRANJA [24015360],1993,1,
2077,SABOYA LA GRANJA [24015360],1993,2,
2078,SABOYA LA GRANJA [24015360],1993,3,
2079,SABOYA LA GRANJA [24015360],1993,4,
2080,SABOYA LA GRANJA [24015360],1993,5,
2081,SABOYA LA GRANJA [24015360],1993,6,
2082,SABOYA LA GRANJA [24015360],1993,7,
2083,SABOYA LA GRANJA [24015360],1993,8,
2084,SABOYA LA GRANJA [24015360],1993,9,
2085,SABOYA LA GRANJA [24015360],1993,10,
2086,SABOYA LA GRANJA [24015360],1993,11,
2087,SABOYA LA GRANJA [24015360],1993,12,
2088,SABOYA LA GRANJA [24015360],1994,1,
2089,SABOYA LA GRANJA [24015360],1994,2,
2090,SABOYA LA GRANJA [24015360],1994,3,
2091,SABOYA LA GRANJA [24015360],1994,4,
2092,SABOYA LA GRANJA [24015360],1994,5,
2093,SABOYA LA GRANJA [24015360],1994,6,
2094,SABOYA LA GRANJA [24015360],1994,7,
2095,SABOYA LA GRANJA [24015360],1994,8,
2096,SABOYA LA GRANJA [24015360],1994,9,
2097,SABOYA LA GRANJA [24015360],1994,10,
2098,SABOYA LA GRANJA [24015360],1994,11,
2099,SABOYA LA GRANJA [24015360],1994,12,
2100,SABOYA LA GRANJA [24015360],1995,1,
2101,SABOYA LA GRANJA [24015360],1995,2,
2102,SABOYA LA GRANJA [24015360],1995,3,
2103,SABOYA LA GRANJA [24015360],1995,4,
2104,SABOYA LA GRANJA [24015360],1995,5,
2105,SABOYA LA GRANJA [24015360],1995,6,
2106,SABOYA LA GRANJA [24015360],1995,7,
2107,SABOYA LA GRANJA [24015360],1995,8,
2108,SABOYA LA GRANJA [24015360],1995,9,
2109,SABOYA LA GRANJA [24015360],1995,10,
2110,SABOYA LA GRANJA [24015360],1995,11,
2111,SABOYA LA GRANJA [24015360],1995,12,
2112,SABOYA LA GRANJA [24015360],1996,1,
2113,SABOYA LA GRANJA [24015360],1996,2,
2114,SABOYA LA GRANJA [24015360],1996,3,
2115,SABOYA LA GRANJA [24015360],1996,4,
2116,SABOYA LA GRANJA [24015360],1996,5,
2117,SABOYA LA GRANJA [24015360],1996,6,
2118,SABOYA LA GRANJA [24015360],1996,7,
2119,SABOYA LA GRANJA [24015360],1996,8,
2120,SABOYA LA GRANJA [24015360],1996,9,
2121,SABOYA LA GRANJA [24015360],1996,10,
2122,SABOYA LA GRANJA [24015360],1996,11,
2123,SABOYA LA GRANJA [24015360],1996,12,
2124,SABOYA LA GRANJA [24015360],1997,1,
2125,SABOYA LA GRANJA [24015360],1997,2,
2126,SABOYA LA GRANJA [24015360],1997,3,
2127,SABOYA LA GRANJA [24015360],1997,4,
2128,SABOYA LA GRANJA [24015360],1997,5,
2129,SABOYA LA GRANJA [24015360],1997,6,
2130,SABOYA LA GRANJA [24015360],1997,7,
2131,SABOYA LA GRANJA [24015360],1997,8,
2132,SABOYA LA GRANJA [24015360],1997,9,
2133,SABOYA LA GRANJA [24015360],1997,10,
2134,SABOYA LA GRANJA [24015360],1997,11,
2135,SABOYA LA GRANJA [24015360],1997,12,
2136,SABOYA LA GRANJA [24015360],1998,1,
2137,SABOYA LA GRANJA [24015360],1998,2,
2138,SABOYA LA GRANJA [24015360],1998,3,
2139,SABOYA LA GRANJA [24015360],1998,4,
2140,SABOYA LA GRANJA [24015360],1998,5,
2141,SABOYA LA GRANJA [24015360],1998,6,
2142,SABOYA LA GRANJA [24015360],1998,7,
2143,SABOYA LA GRANJA [24015360],1998,8,
2144,SABOYA LA GRANJA [24015360],1998,9,
2145,SABOYA LA GRANJA [24015360],1998,10,
2146,SABOYA LA GRANJA [24015360],1998,11,
2147,SABOYA LA GRANJA [24015360],1998,12,
2148,SABOYA LA GRANJA [24015360],1999,1,
2149,SABOYA LA GRANJA [24015360],1999,2,
2150,SABOYA LA GRANJA [24015360],1999,3,
